date,blood_group,donation_supply,day_of_week,month,time_idx,estimated_demand
2023-10-21,AB+,0,5,10,1077,0.01
2023-10-21,AB-,0,5,10,1077,0.09
2023-10-21,B+,0,5,10,1077,1.03
2023-10-21,B-,0,5,10,1077,0.0
2023-10-21,O+,0,5,10,1077,1.18
2023-10-21,O-,0,5,10,1077,0.08
2023-10-22,A+,0,6,10,1078,0.86
2023-10-22,A-,0,6,10,1078,0.0
2023-10-22,AB+,0,6,10,1078,0.0
2023-10-22,AB-,0,6,10,1078,0.08
2023-10-22,B+,0,6,10,1078,0.79
2023-10-22,B-,0,6,10,1078,0.0
2023-10-22,O+,2,6,10,1078,1.35
2023-10-22,O-,0,6,10,1078,0.09
2023-10-23,A+,1,0,10,1079,0.89
2023-10-23,A-,0,0,10,1079,0.02
2023-10-23,AB+,0,0,10,1079,0.02
2023-10-23,AB-,0,0,10,1079,0.1
2023-10-23,B+,0,0,10,1079,0.57
2023-10-23,B-,0,0,10,1079,0.01
2023-10-23,O+,0,0,10,1079,1.19
2023-10-23,O-,0,0,10,1079,0.08
2023-10-24,A+,1,1,10,1080,0.71
2023-10-24,A-,0,1,10,1080,0.01
2023-10-24,AB+,0,1,10,1080,0.01
2023-10-24,AB-,0,1,10,1080,0.01
2023-10-24,B+,0,1,10,1080,0.56
2023-10-24,B-,0,1,10,1080,0.01
2023-10-24,O+,0,1,10,1080,1.19
2023-10-24,O-,0,1,10,1080,0.08
2023-10-25,A+,1,2,10,1081,0.79
2023-10-25,A-,0,2,10,1081,0.01
2023-10-25,AB+,0,2,10,1081,0.01
2023-10-25,AB-,0,2,10,1081,0.01
2023-10-25,B+,1,2,10,1081,0.64
2023-10-25,B-,0,2,10,1081,0.01
2023-10-25,O+,0,2,10,1081,1.11
2023-10-25,O-,1,2,10,1081,0.17
2023-10-26,A+,0,3,10,1082,0.72
2023-10-26,A-,0,3,10,1082,0.01
2023-10-26,AB+,0,3,10,1082,0.01
2023-10-26,AB-,0,3,10,1082,0.01
2023-10-26,B+,0,3,10,1082,0.64
2023-10-26,B-,0,3,10,1082,0.01
2023-10-26,O+,0,3,10,1082,1.02
2023-10-26,O-,0,3,10,1082,0.16
2023-10-27,A+,1,4,10,1083,0.79
2023-10-27,A-,0,4,10,1083,0.01
2023-10-27,AB+,0,4,10,1083,0.01
2023-10-27,AB-,0,4,10,1083,0.01
2023-10-27,B+,1,4,10,1083,0.64
2023-10-27,B-,0,4,10,1083,0.01
2023-10-27,O+,1,4,10,1083,1.04
2023-10-27,O-,0,4,10,1083,0.17
2023-10-28,A+,1,5,10,1084,0.73
2023-10-28,A-,0,5,10,1084,0.02
2023-10-28,AB+,1,5,10,1084,0.11
2023-10-28,AB-,0,5,10,1084,0.02
2023-10-28,B+,2,5,10,1084,0.66
2023-10-28,B-,0,5,10,1084,0.03
2023-10-28,O+,1,5,10,1084,0.9
2023-10-28,O-,0,5,10,1084,0.19
2023-10-29,A+,0,6,10,1085,0.58
2023-10-29,A-,0,6,10,1085,0.02
2023-10-29,AB+,0,6,10,1085,0.1
2023-10-29,AB-,0,6,10,1085,0.01
2023-10-29,B+,0,6,10,1085,0.64
2023-10-29,B-,0,6,10,1085,0.0
2023-10-29,O+,0,6,10,1085,0.86
2023-10-29,O-,0,6,10,1085,0.16
2023-10-30,A+,2,0,10,1086,0.72
2023-10-30,A-,0,0,10,1086,0.01
2023-10-30,AB+,0,0,10,1086,0.09
2023-10-30,AB-,0,0,10,1086,0.01
2023-10-30,B+,1,0,10,1086,0.73
2023-10-30,B-,0,0,10,1086,0.02
2023-10-30,O+,2,0,10,1086,0.98
2023-10-30,O-,0,0,10,1086,0.18
2023-10-31,A+,1,1,10,1087,0.74
2023-10-31,A-,0,1,10,1087,0.03
2023-10-31,AB+,0,1,10,1087,0.11
2023-10-31,AB-,0,1,10,1087,0.02
2023-10-31,B+,0,1,10,1087,0.57
2023-10-31,B-,0,1,10,1087,0.01
2023-10-31,O+,2,1,10,1087,1.04
2023-10-31,O-,0,1,10,1087,0.09
2023-11-01,A+,0,2,11,1088,0.72
2023-11-01,A-,0,2,11,1088,0.01
2023-11-01,AB+,0,2,11,1088,0.09
2023-11-01,AB-,0,2,11,1088,0.01
2023-11-01,B+,1,2,11,1088,0.49
2023-11-01,B-,0,2,11,1088,0.01
2023-11-01,O+,1,2,11,1088,0.96
2023-11-01,O-,0,2,11,1088,0.09
2023-11-02,A+,0,3,11,1089,0.72
2023-11-02,A-,0,3,11,1089,0.01
2023-11-02,AB+,0,3,11,1089,0.09
2023-11-02,AB-,0,3,11,1089,0.01
2023-11-02,B+,0,3,11,1089,0.48
2023-11-02,B-,0,3,11,1089,0.0
2023-11-02,O+,4,3,11,1089,1.13
2023-11-02,O-,1,3,11,1089,0.19
2023-11-03,A+,0,4,11,1090,0.66
2023-11-03,A-,0,4,11,1090,0.04
2023-11-03,AB+,0,4,11,1090,0.11
2023-11-03,AB-,0,4,11,1090,0.04
2023-11-03,B+,0,4,11,1090,0.51
2023-11-03,B-,1,4,11,1090,0.09
2023-11-03,O+,2,4,11,1090,1.2
2023-11-03,O-,1,4,11,1090,0.26
2023-11-04,A+,0,5,11,1091,0.66
2023-11-04,A-,0,5,11,1091,0.03
2023-11-04,AB+,2,5,11,1091,0.28
2023-11-04,AB-,0,5,11,1091,0.04
2023-11-04,B+,0,5,11,1091,0.51
2023-11-04,B-,0,5,11,1091,0.1
2023-11-04,O+,1,5,11,1091,1.28
2023-11-04,O-,0,5,11,1091,0.26
2023-11-05,A+,0,6,11,1092,0.65
2023-11-05,A-,0,6,11,1092,0.01
2023-11-05,AB+,0,6,11,1092,0.24
2023-11-05,AB-,0,6,11,1092,0.01
2023-11-05,B+,2,6,11,1092,0.65
2023-11-05,B-,0,6,11,1092,0.09
2023-11-05,O+,2,6,11,1092,1.29
2023-11-05,O-,0,6,11,1092,0.26
2023-11-06,A+,1,0,11,1093,0.66
2023-11-06,A-,1,0,11,1093,0.12
2023-11-06,AB+,0,0,11,1093,0.28
2023-11-06,AB-,0,0,11,1093,0.03
2023-11-06,B+,1,0,11,1093,0.74
2023-11-06,B-,0,0,11,1093,0.1
2023-11-06,O+,0,0,11,1093,1.28
2023-11-06,O-,0,0,11,1093,0.25
2023-11-07,A+,1,1,11,1094,0.64
2023-11-07,A-,0,1,11,1094,0.09
2023-11-07,AB+,0,1,11,1094,0.25
2023-11-07,AB-,0,1,11,1094,0.01
2023-11-07,B+,0,1,11,1094,0.71
2023-11-07,B-,0,1,11,1094,0.09
2023-11-07,O+,0,1,11,1094,1.26
2023-11-07,O-,0,1,11,1094,0.24
2023-11-08,A+,2,2,11,1095,0.72
2023-11-08,A-,0,2,11,1095,0.09
2023-11-08,AB+,0,2,11,1095,0.25
2023-11-08,AB-,0,2,11,1095,0.01
2023-11-08,B+,1,2,11,1095,0.73
2023-11-08,B-,0,2,11,1095,0.1
2023-11-08,O+,0,2,11,1095,1.28
2023-11-08,O-,0,2,11,1095,0.16
2023-11-09,A+,0,3,11,1096,0.71
2023-11-09,A-,0,3,11,1096,0.09
2023-11-09,AB+,0,3,11,1096,0.24
2023-11-09,AB-,0,3,11,1096,0.0
2023-11-09,B+,0,3,11,1096,0.71
2023-11-09,B-,0,3,11,1096,0.08
2023-11-09,O+,0,3,11,1096,1.26
2023-11-09,O-,1,3,11,1096,0.24
2023-11-10,A+,1,4,11,1097,0.72
2023-11-10,A-,0,4,11,1097,0.09
2023-11-10,AB+,0,4,11,1097,0.25
2023-11-10,AB-,0,4,11,1097,0.01
2023-11-10,B+,0,4,11,1097,0.64
2023-11-10,B-,0,4,11,1097,0.09
2023-11-10,O+,1,4,11,1097,1.27
2023-11-10,O-,0,4,11,1097,0.24
2023-11-11,A+,0,5,11,1098,0.64
2023-11-11,A-,0,5,11,1098,0.09
2023-11-11,AB+,0,5,11,1098,0.16
2023-11-11,AB-,0,5,11,1098,0.01
2023-11-11,B+,2,5,11,1098,0.65
2023-11-11,B-,0,5,11,1098,0.09
2023-11-11,O+,0,5,11,1098,1.19
2023-11-11,O-,0,5,11,1098,0.25
2023-11-12,A+,0,6,11,1099,0.64
2023-11-12,A-,0,6,11,1099,0.09
2023-11-12,AB+,0,6,11,1099,0.17
2023-11-12,AB-,0,6,11,1099,0.0
2023-11-12,B+,1,6,11,1099,0.71
2023-11-12,B-,0,6,11,1099,0.09
2023-11-12,O+,3,6,11,1099,1.44
2023-11-12,O-,1,6,11,1099,0.35
2023-11-13,A+,1,0,11,1100,0.59
2023-11-13,A-,0,0,11,1100,0.12
2023-11-13,AB+,0,0,11,1100,0.2
2023-11-13,AB-,0,0,11,1100,0.04
2023-11-13,B+,3,0,11,1100,0.92
2023-11-13,B-,0,0,11,1100,0.11
2023-11-13,O+,1,0,11,1100,1.37
2023-11-13,O-,0,0,11,1100,0.34
2023-11-14,A+,0,1,11,1101,0.5
2023-11-14,A-,0,1,11,1101,0.11
2023-11-14,AB+,0,1,11,1101,0.19
2023-11-14,AB-,0,1,11,1101,0.01
2023-11-14,B+,1,1,11,1101,0.96
2023-11-14,B-,0,1,11,1101,0.09
2023-11-14,O+,1,1,11,1101,1.27
2023-11-14,O-,0,1,11,1101,0.33
2023-11-15,A+,1,2,11,1102,0.57
2023-11-15,A-,0,2,11,1102,0.1
2023-11-15,AB+,0,2,11,1102,0.18
2023-11-15,AB-,0,2,11,1102,0.01
2023-11-15,B+,1,2,11,1102,0.96
2023-11-15,B-,0,2,11,1102,0.09
2023-11-15,O+,0,2,11,1102,1.19
2023-11-15,O-,0,2,11,1102,0.32
2023-11-16,A+,0,3,11,1103,0.56
2023-11-16,A-,0,3,11,1103,0.09
2023-11-16,AB+,1,3,11,1103,0.25
2023-11-16,AB-,0,3,11,1103,0.01
2023-11-16,B+,0,3,11,1103,0.95
2023-11-16,B-,0,3,11,1103,0.09
2023-11-16,O+,2,3,11,1103,1.04
2023-11-16,O-,0,3,11,1103,0.26
2023-11-17,A+,0,4,11,1104,0.57
2023-11-17,A-,0,4,11,1104,0.09
2023-11-17,AB+,0,4,11,1104,0.25
2023-11-17,AB-,2,4,11,1104,0.19
2023-11-17,B+,1,4,11,1104,1.06
2023-11-17,B-,0,4,11,1104,0.02
2023-11-17,O+,0,4,11,1104,0.89
2023-11-17,O-,0,4,11,1104,0.18
2023-11-18,A+,0,5,11,1105,0.57
2023-11-18,A-,0,5,11,1105,0.1
2023-11-18,AB+,0,5,11,1105,0.09
2023-11-18,AB-,0,5,11,1105,0.16
2023-11-18,B+,0,5,11,1105,1.02
2023-11-18,B-,0,5,11,1105,0.0
2023-11-18,O+,0,5,11,1105,0.79
2023-11-18,O-,0,5,11,1105,0.16
2023-11-19,A+,1,6,11,1106,0.64
2023-11-19,A-,0,6,11,1106,0.09
2023-11-19,AB+,0,6,11,1106,0.09
2023-11-19,AB-,0,6,11,1106,0.16
2023-11-19,B+,2,6,11,1106,1.04
2023-11-19,B-,0,6,11,1106,0.02
2023-11-19,O+,1,6,11,1106,0.74
2023-11-19,O-,0,6,11,1106,0.18
2023-11-20,A+,0,0,11,1107,0.57
2023-11-20,A-,0,0,11,1107,0.02
2023-11-20,AB+,0,0,11,1107,0.1
2023-11-20,AB-,0,0,11,1107,0.16
2023-11-20,B+,1,0,11,1107,1.04
2023-11-20,B-,1,0,11,1107,0.09
2023-11-20,O+,2,0,11,1107,0.89
2023-11-20,O-,0,0,11,1107,0.19
2023-11-21,A+,0,1,11,1108,0.5
2023-11-21,A-,0,1,11,1108,0.03
2023-11-21,AB+,0,1,11,1108,0.11
2023-11-21,AB-,0,1,11,1108,0.18
2023-11-21,B+,2,1,11,1108,1.21
2023-11-21,B-,0,1,11,1108,0.09
2023-11-21,O+,0,1,11,1108,0.88
2023-11-21,O-,0,1,11,1108,0.17
2023-11-22,A+,0,2,11,1109,0.33
2023-11-22,A-,0,2,11,1109,0.01
2023-11-22,AB+,0,2,11,1109,0.09
2023-11-22,AB-,0,2,11,1109,0.16
2023-11-22,B+,0,2,11,1109,1.1
2023-11-22,B-,0,2,11,1109,0.08
2023-11-22,O+,0,2,11,1109,0.86
2023-11-22,O-,0,2,11,1109,0.16
2023-11-23,A+,1,3,11,1110,0.4
2023-11-23,A-,0,3,11,1110,0.01
2023-11-23,AB+,0,3,11,1110,0.09
2023-11-23,AB-,0,3,11,1110,0.16
2023-11-23,B+,0,3,11,1110,1.11
2023-11-23,B-,0,3,11,1110,0.09
2023-11-23,O+,3,3,11,1110,1.13
2023-11-23,O-,0,3,11,1110,0.1
2023-11-24,A+,0,4,11,1111,0.34
2023-11-24,A-,0,4,11,1111,0.02
2023-11-24,AB+,0,4,11,1111,0.1
2023-11-24,AB-,0,4,11,1111,0.18
2023-11-24,B+,3,4,11,1111,1.38
2023-11-24,B-,0,4,11,1111,0.1
2023-11-24,O+,2,4,11,1111,1.21
2023-11-24,O-,0,4,11,1111,0.11
2023-11-25,A+,0,5,11,1112,0.35
2023-11-25,A-,0,5,11,1112,0.04
2023-11-25,AB+,0,5,11,1112,0.11
2023-11-25,AB-,0,5,11,1112,0.17
2023-11-25,B+,1,5,11,1112,1.28
2023-11-25,B-,0,5,11,1112,0.09
2023-11-25,O+,1,5,11,1112,1.27
2023-11-25,O-,0,5,11,1112,0.09
2023-11-26,A+,0,6,11,1113,0.33
2023-11-26,A-,0,6,11,1113,0.01
2023-11-26,AB+,1,6,11,1113,0.18
2023-11-26,AB-,0,6,11,1113,0.17
2023-11-26,B+,1,6,11,1113,1.28
2023-11-26,B-,0,6,11,1113,0.09
2023-11-26,O+,1,6,11,1113,1.12
2023-11-26,O-,0,6,11,1113,0.02
2023-11-27,A+,0,0,11,1114,0.26
2023-11-27,A-,1,0,11,1114,0.1
2023-11-27,AB+,0,0,11,1114,0.18
2023-11-27,AB-,0,0,11,1114,0.17
2023-11-27,B+,0,0,11,1114,1.04
2023-11-27,B-,0,0,11,1114,0.09
2023-11-27,O+,0,0,11,1114,1.03
2023-11-27,O-,0,0,11,1114,0.01
2023-11-28,A+,0,1,11,1115,0.24
2023-11-28,A-,0,1,11,1115,0.08
2023-11-28,AB+,0,1,11,1115,0.16
2023-11-28,AB-,0,1,11,1115,0.16
2023-11-28,B+,3,1,11,1115,1.2
2023-11-28,B-,0,1,11,1115,0.1
2023-11-28,O+,1,1,11,1115,1.05
2023-11-28,O-,0,1,11,1115,0.03
2023-11-29,A+,0,2,11,1116,0.19
2023-11-29,A-,0,2,11,1116,0.11
2023-11-29,AB+,0,2,11,1116,0.19
2023-11-29,AB-,0,2,11,1116,0.16
2023-11-29,B+,0,2,11,1116,1.11
2023-11-29,B-,0,2,11,1116,0.08
2023-11-29,O+,2,2,11,1116,1.19
2023-11-29,O-,0,2,11,1116,0.01
2023-11-30,A+,0,3,11,1117,0.17
2023-11-30,A-,0,3,11,1117,0.09
2023-11-30,AB+,0,3,11,1117,0.09
2023-11-30,AB-,0,3,11,1117,0.17
2023-11-30,B+,0,3,11,1117,1.11
2023-11-30,B-,0,3,11,1117,0.08
2023-11-30,O+,2,3,11,1117,1.19
2023-11-30,O-,0,3,11,1117,0.01
2023-12-01,A+,1,4,12,1118,0.26
2023-12-01,A-,1,4,12,1118,0.19
2023-12-01,AB+,0,4,12,1118,0.11
2023-12-01,AB-,0,4,12,1118,0.03
2023-12-01,B+,0,4,12,1118,1.05
2023-12-01,B-,0,4,12,1118,0.09
2023-12-01,O+,0,4,12,1118,1.19
2023-12-01,O-,0,4,12,1118,0.01
2023-12-02,A+,0,5,12,1119,0.24
2023-12-02,A-,0,5,12,1119,0.16
2023-12-02,AB+,0,5,12,1119,0.08
2023-12-02,AB-,0,5,12,1119,0.0
2023-12-02,B+,5,5,12,1119,1.45
2023-12-02,B-,0,5,12,1119,0.11
2023-12-02,O+,0,5,12,1119,1.21
2023-12-02,O-,0,5,12,1119,0.04
2023-12-03,A+,1,6,12,1120,0.28
2023-12-03,A-,0,6,12,1120,0.2
2023-12-03,AB+,0,6,12,1120,0.12
2023-12-03,AB-,0,6,12,1120,0.01
2023-12-03,B+,0,6,12,1120,1.26
2023-12-03,B-,0,6,12,1120,0.09
2023-12-03,O+,0,6,12,1120,1.11
2023-12-03,O-,0,6,12,1120,0.0
2023-12-04,A+,1,0,12,1121,0.32
2023-12-04,A-,0,0,12,1121,0.16
2023-12-04,AB+,0,0,12,1121,0.09
2023-12-04,AB-,0,0,12,1121,0.01
2023-12-04,B+,0,0,12,1121,1.19
2023-12-04,B-,0,0,12,1121,0.01
2023-12-04,O+,2,0,12,1121,1.12
2023-12-04,O-,0,0,12,1121,0.01
2023-12-05,A+,0,1,12,1122,0.33
2023-12-05,A-,0,1,12,1122,0.17
2023-12-05,AB+,0,1,12,1122,0.09
2023-12-05,AB-,0,1,12,1122,0.01
2023-12-05,B+,1,1,12,1122,1.12
2023-12-05,B-,0,1,12,1122,0.01
2023-12-05,O+,0,1,12,1122,1.11
2023-12-05,O-,0,1,12,1122,0.01
2023-12-06,A+,0,2,12,1123,0.32
2023-12-06,A-,0,2,12,1123,0.16
2023-12-06,AB+,0,2,12,1123,0.09
2023-12-06,AB-,0,2,12,1123,0.0
2023-12-06,B+,0,2,12,1123,1.1
2023-12-06,B-,0,2,12,1123,0.0
2023-12-06,O+,0,2,12,1123,1.1
2023-12-06,O-,0,2,12,1123,0.0
2023-12-07,A+,1,3,12,1124,0.32
2023-12-07,A-,0,3,12,1124,0.16
2023-12-07,AB+,0,3,12,1124,0.09
2023-12-07,AB-,0,3,12,1124,0.01
2023-12-07,B+,1,3,12,1124,1.19
2023-12-07,B-,0,3,12,1124,0.01
2023-12-07,O+,3,3,12,1124,1.14
2023-12-07,O-,0,3,12,1124,0.03
2023-12-08,A+,2,4,12,1125,0.51
2023-12-08,A-,0,4,12,1125,0.2
2023-12-08,AB+,1,4,12,1125,0.21
2023-12-08,AB-,0,4,12,1125,0.04
2023-12-08,B+,1,4,12,1125,1.07
2023-12-08,B-,0,4,12,1125,0.03
2023-12-08,O+,0,4,12,1125,0.97
2023-12-08,O-,0,4,12,1125,0.01
2023-12-09,A+,0,5,12,1126,0.49
2023-12-09,A-,0,5,12,1126,0.16
2023-12-09,AB+,0,5,12,1126,0.16
2023-12-09,AB-,0,5,12,1126,0.0
2023-12-09,B+,0,5,12,1126,0.94
2023-12-09,B-,1,5,12,1126,0.09
2023-12-09,O+,0,5,12,1126,0.87
2023-12-09,O-,0,5,12,1126,0.01
2023-12-10,A+,0,6,12,1127,0.48
2023-12-10,A-,0,6,12,1127,0.16
2023-12-10,AB+,0,6,12,1127,0.09
2023-12-10,AB-,0,6,12,1127,0.01
2023-12-10,B+,2,6,12,1127,1.04
2023-12-10,B-,0,6,12,1127,0.09
2023-12-10,O+,2,6,12,1127,0.97
2023-12-10,O-,0,6,12,1127,0.03
2023-12-11,A+,2,0,12,1128,0.67
2023-12-11,A-,0,0,12,1128,0.12
2023-12-11,AB+,0,0,12,1128,0.12
2023-12-11,AB-,0,0,12,1128,0.03
2023-12-11,B+,0,0,12,1128,1.05
2023-12-11,B-,0,0,12,1128,0.09
2023-12-11,O+,0,0,12,1128,0.96
2023-12-11,O-,0,0,12,1128,0.0
2023-12-12,A+,2,1,12,1129,0.8
2023-12-12,A-,0,1,12,1129,0.09
2023-12-12,AB+,0,1,12,1129,0.09
2023-12-12,AB-,0,1,12,1129,0.01
2023-12-12,B+,1,1,12,1129,0.89
2023-12-12,B-,0,1,12,1129,0.1
2023-12-12,O+,2,1,12,1129,1.06
2023-12-12,O-,0,1,12,1129,0.02
2023-12-13,A+,0,2,12,1130,0.81
2023-12-13,A-,0,2,12,1130,0.1
2023-12-13,AB+,0,2,12,1130,0.1
2023-12-13,AB-,0,2,12,1130,0.01
2023-12-13,B+,1,2,12,1130,0.96
2023-12-13,B-,0,2,12,1130,0.09
2023-12-13,O+,1,2,12,1130,0.96
2023-12-13,O-,0,2,12,1130,0.01
2023-12-14,A+,2,3,12,1131,0.97
2023-12-14,A-,0,3,12,1131,0.11
2023-12-14,AB+,0,3,12,1131,0.11
2023-12-14,AB-,0,3,12,1131,0.02
2023-12-14,B+,3,3,12,1131,1.22
2023-12-14,B-,0,3,12,1131,0.11
2023-12-14,O+,1,3,12,1131,0.91
2023-12-14,O-,0,3,12,1131,0.03
2023-12-15,A+,1,4,12,1132,0.98
2023-12-15,A-,1,4,12,1132,0.12
2023-12-15,AB+,0,4,12,1132,0.12
2023-12-15,AB-,0,4,12,1132,0.02
2023-12-15,B+,2,4,12,1132,1.37
2023-12-15,B-,0,4,12,1132,0.11
2023-12-15,O+,0,4,12,1132,0.89
2023-12-15,O-,0,4,12,1132,0.02
2023-12-16,A+,2,5,12,1133,1.13
2023-12-16,A-,0,5,12,1133,0.11
2023-12-16,AB+,0,5,12,1133,0.11
2023-12-16,AB-,0,5,12,1133,0.01
2023-12-16,B+,1,5,12,1133,1.04
2023-12-16,B-,0,5,12,1133,0.1
2023-12-16,O+,1,5,12,1133,0.97
2023-12-16,O-,0,5,12,1133,0.01
2023-12-17,A+,0,6,12,1134,1.04
2023-12-17,A-,0,6,12,1134,0.09
2023-12-17,AB+,0,6,12,1134,0.09
2023-12-17,AB-,0,6,12,1134,0.01
2023-12-17,B+,1,6,12,1134,1.11
2023-12-17,B-,0,6,12,1134,0.09
2023-12-17,O+,3,6,12,1134,1.21
2023-12-17,O-,0,6,12,1134,0.03
2023-12-18,A+,2,0,12,1135,1.14
2023-12-18,A-,0,0,12,1135,0.12
2023-12-18,AB+,0,0,12,1135,0.12
2023-12-18,AB-,0,0,12,1135,0.04
2023-12-18,B+,0,0,12,1135,1.14
2023-12-18,B-,0,0,12,1135,0.09
2023-12-18,O+,0,0,12,1135,1.04
2023-12-18,O-,0,0,12,1135,0.0
2023-12-19,A+,1,1,12,1136,1.19
2023-12-19,A-,0,1,12,1136,0.09
2023-12-19,AB+,1,1,12,1136,0.17
2023-12-19,AB-,0,1,12,1136,0.01
2023-12-19,B+,1,1,12,1136,1.12
2023-12-19,B-,0,1,12,1136,0.1
2023-12-19,O+,3,1,12,1136,1.3
2023-12-19,O-,0,1,12,1136,0.04
2023-12-20,A+,0,2,12,1137,1.21
2023-12-20,A-,0,2,12,1137,0.11
2023-12-20,AB+,1,2,12,1137,0.27
2023-12-20,AB-,0,2,12,1137,0.03
2023-12-20,B+,2,2,12,1137,1.3
2023-12-20,B-,0,2,12,1137,0.1
2023-12-20,O+,5,2,12,1137,1.71
2023-12-20,O-,0,2,12,1137,0.06
2023-12-21,A+,0,3,12,1138,1.16
2023-12-21,A-,0,3,12,1138,0.13
2023-12-21,AB+,0,3,12,1138,0.29
2023-12-21,AB-,0,3,12,1138,0.04
2023-12-21,B+,2,3,12,1138,1.39
2023-12-21,B-,0,3,12,1138,0.09
2023-12-21,O+,1,3,12,1138,1.51
2023-12-21,O-,0,3,12,1138,0.02
2023-12-22,A+,1,4,12,1139,1.05
2023-12-22,A-,0,4,12,1139,0.11
2023-12-22,AB+,0,4,12,1139,0.19
2023-12-22,AB-,0,4,12,1139,0.01
2023-12-22,B+,0,4,12,1139,1.27
2023-12-22,B-,0,4,12,1139,0.09
2023-12-22,O+,0,4,12,1139,1.5
2023-12-22,O-,0,4,12,1139,0.0
2023-12-23,A+,0,5,12,1140,1.02
2023-12-23,A-,0,5,12,1140,0.08
2023-12-23,AB+,0,5,12,1140,0.16
2023-12-23,AB-,0,5,12,1140,0.0
2023-12-23,B+,1,5,12,1140,1.34
2023-12-23,B-,0,5,12,1140,0.01
2023-12-23,O+,0,5,12,1140,1.5
2023-12-23,O-,0,5,12,1140,0.01
2023-12-24,A+,1,6,12,1141,1.11
2023-12-24,A-,0,6,12,1141,0.09
2023-12-24,AB+,0,6,12,1141,0.17
2023-12-24,AB-,0,6,12,1141,0.01
2023-12-24,B+,2,6,12,1141,1.36
2023-12-24,B-,0,6,12,1141,0.02
2023-12-24,O+,0,6,12,1141,1.36
2023-12-24,O-,0,6,12,1141,0.01
2023-12-25,A+,0,0,12,1142,0.96
2023-12-25,A-,0,0,12,1142,0.09
2023-12-25,AB+,0,0,12,1142,0.17
2023-12-25,AB-,0,0,12,1142,0.0
2023-12-25,B+,1,0,12,1142,1.42
2023-12-25,B-,0,0,12,1142,0.01
2023-12-25,O+,1,0,12,1142,1.43
2023-12-25,O-,0,0,12,1142,0.01
2023-12-26,A+,2,1,12,1143,0.97
2023-12-26,A-,0,1,12,1143,0.11
2023-12-26,AB+,0,1,12,1143,0.19
2023-12-26,AB-,0,1,12,1143,0.02
2023-12-26,B+,0,1,12,1143,1.36
2023-12-26,B-,0,1,12,1143,0.01
2023-12-26,O+,1,1,12,1143,1.36
2023-12-26,O-,0,1,12,1143,0.01
2023-12-27,A+,2,2,12,1144,1.12
2023-12-27,A-,0,2,12,1144,0.1
2023-12-27,AB+,0,2,12,1144,0.18
2023-12-27,AB-,0,2,12,1144,0.02
2023-12-27,B+,0,2,12,1144,1.28
2023-12-27,B-,0,2,12,1144,0.01
2023-12-27,O+,2,2,12,1144,1.44
2023-12-27,O-,0,2,12,1144,0.01
2023-12-28,A+,1,3,12,1145,1.04
2023-12-28,A-,0,3,12,1145,0.1
2023-12-28,AB+,0,3,12,1145,0.18
2023-12-28,AB-,0,3,12,1145,0.02
2023-12-28,B+,0,3,12,1145,1.04
2023-12-28,B-,0,3,12,1145,0.01
2023-12-28,O+,1,3,12,1145,1.43
2023-12-28,O-,0,3,12,1145,0.01
2023-12-29,A+,0,4,12,1146,0.95
2023-12-29,A-,0,4,12,1146,0.01
2023-12-29,AB+,0,4,12,1146,0.16
2023-12-29,AB-,0,4,12,1146,0.01
2023-12-29,B+,3,4,12,1146,1.13
2023-12-29,B-,0,4,12,1146,0.02
2023-12-29,O+,1,4,12,1146,1.52
2023-12-29,O-,0,4,12,1146,0.03
2023-12-30,A+,1,5,12,1147,0.9
2023-12-30,A-,0,5,12,1147,0.04
2023-12-30,AB+,0,5,12,1147,0.19
2023-12-30,AB-,0,5,12,1147,0.01
2023-12-30,B+,0,5,12,1147,1.04
2023-12-30,B-,0,5,12,1147,0.01
2023-12-30,O+,1,5,12,1147,1.51
2023-12-30,O-,0,5,12,1147,0.01
2023-12-31,A+,1,6,12,1148,0.96
2023-12-31,A-,0,6,12,1148,0.01
2023-12-31,AB+,0,6,12,1148,0.17
2023-12-31,AB-,0,6,12,1148,0.01
2023-12-31,B+,2,6,12,1148,1.13
2023-12-31,B-,0,6,12,1148,0.02
2023-12-31,O+,0,6,12,1148,1.28
2023-12-31,O-,0,6,12,1148,0.01
2024-01-01,A+,0,0,1,1149,0.8
2024-01-01,A-,0,0,1,1149,0.01
2024-01-01,AB+,0,0,1,1149,0.17
2024-01-01,AB-,0,0,1,1149,0.0
2024-01-01,B+,0,0,1,1149,1.1
2024-01-01,B-,0,0,1,1149,0.0
2024-01-01,O+,1,0,1,1149,1.34
2024-01-01,O-,0,0,1,1149,0.01
2024-01-02,A+,1,1,1,1150,0.8
2024-01-02,A-,0,1,1,1150,0.01
2024-01-02,AB+,0,1,1,1150,0.09
2024-01-02,AB-,0,1,1,1150,0.01
2024-01-02,B+,0,1,1,1150,1.04
2024-01-02,B-,0,1,1,1150,0.01
2024-01-02,O+,1,1,1,1150,1.19
2024-01-02,O-,0,1,1,1150,0.01
2024-01-03,A+,0,2,1,1151,0.79
2024-01-03,A-,0,2,1,1151,0.01
2024-01-03,AB+,0,2,1,1151,0.01
2024-01-03,AB-,0,2,1,1151,0.01
2024-01-03,B+,0,2,1,1151,0.87
2024-01-03,B-,0,2,1,1151,0.0
2024-01-03,O+,0,2,1,1151,0.79
2024-01-03,O-,0,2,1,1151,0.0
2024-01-04,A+,0,3,1,1152,0.79
2024-01-04,A-,0,3,1,1152,0.0
